id,operator,lat,lon,wheelchair,opening_hours,position_level,surveillance,brand_wikidata,email,atm_count,description,website
247490535,Sparkasse,48.70189,9.657016,yes,,,,,,,,
247751991,Volksbank,50.579568,8.749582,,,,,,,,,
247783100,Sparkasse,51.973035,7.564112,yes,24/7,,,,,,,https://www.sparkasse-muensterland-ost.de/
247840043,Caisse d'Épargne,48.593979,7.720192999999999,,,,,,,,,
247941383,Volksbank,50.824735,6.250942,yes,,,,,,,,
248616250,Postbank,50.719113,7.157128999999999,yes,24/7,,,,,,,
248824825,Sparkasse,51.131723,6.907547999999999,yes,24/7,,,,,,,
248874022,,47.265242,7.831263000000001,,,,,,,,,
248884059,UBS,47.212142,7.788897,,,,,,,,,
248928684,Sparda-Bank,48.998924,8.384278,yes,,,,,,,,
248951852,Volksbank,47.241671,7.738494999999999,,,,,,,,,
248959258,Sparkasse,50.89774,6.224906,,24/7,,,,,,,
249246131,,50.055126,9.691258,yes,,,,,,,,
249454227,Postomat,46.379508,7.626233,yes,,,,,,,,
249482427,Sparkasse,50.728811,7.105181,limited,,,,,,,,
249807078,,49.901384,8.951350999999997,yes,,,,,,,,
250816632,,47.270581,9.613503,yes,,,,,,,,
251447988,Volksbank,47.705847,9.746911,limited,,,,,,,,
251447989,Sparkasse,47.705361,9.746835,yes,,,,,,,,
251982726,Volksbank,48.608004,9.099741999999999,yes,,,,,,,,
251982737,Sparkasse,48.608649,9.099623,yes,,,,,,,,
252054262,Postbank,51.519188,7.376317999999999,yes,,,,,,,,
252060634,Postbank,50.952419,6.918432000000001,limited,,,,,,,,
252591409,Postbank,52.304405,9.465079,yes,,,,,,,,
253061104,Volksbank,50.537678,8.653537,limited,,,,,,,,
253064288,Postbank,50.741322,7.123028999999999,yes,,,,,,,,
253074555,Postbank,50.734653,7.098922,yes,,,,,,,,
253269233,Euronet,52.398807,9.736744999999999,yes,,,,,,,,
253284306,Sparkasse,53.101082,8.786734,yes,,,,,,,,
253415250,Sparkasse,51.331798,7.053795,limited,"Mo-Su,PH 05:30-24:00",,,Q2307467,,,,
253773452,,50.60672,8.778282,yes,,,,,,,,
253838875,Volksbank,50.739889,7.121844,no,,,,,,,,
253916602,Sparkasse&Volksbank,50.747912,7.117443,yes,"Mo-Su,PH 05:00-24:00",,,,,,,
254172273,Volksbank,47.3498,8.184533,yes,,,,,,,,
254309936,Sparkasse,50.711118,7.06657,yes,,,,,,,,
254341418,Sparkasse,51.611305,7.590133,limited,,,,,,,,
254452574,Postbank,50.90886500000001,6.802094,,,,,,,,,
254804471,Sparkasse,49.981667,8.2684,,,,,,,,,
254804472,Deutsche Bank,49.981489,8.268445,,,,,,,,,
255619348,Landesbank Baden-Württemberg,48.822436,9.09447,,,,,,,,,
256262479,Sparkasse,50.972654,6.951604,,,,,,,,,
256365914,Sparkasse,49.961002,9.160855999999999,yes,,,,,,,,
256768486,Sparkasse,50.96188400000001,9.792275,yes,,,,,,,,
256802219,Sparkasse,50.733046,7.0662850000000015,,,,,,,,SB-Stelle Auf dem Hügel,
257089023,Volksbank,51.004075,6.8078660000000015,limited,,,,,,,,
257582103,Volksbank,49.378382,8.560775999999999,yes,,,,,,,,
257582105,Sparkasse,49.377977,8.559244999999999,yes,,,,,,,,
257746368,Sparkasse,49.116444,8.573037,no,,,,,,,,
257782175,Volksbank,51.716568,8.756103999999999,yes,,,outdoor,,,,,
258369606,Volksbank,49.000293,8.385247,limited,,,,,,,,
259197369,Rabobank,51.443217,5.618338,,,,,,,,,
259197894,ABN AMRO,51.443433,5.6197550000000005,,,,,,,,,
259853398,,48.544144,8.730175,limited,,,,,,,,
260180934,Volksbank,51.329575,6.670164999999999,,,,,,,,,https://www.vbkrefeld.de/
260217887,Die Post,47.188851,7.701942,limited,,,,,,,,
260217888,,47.187751,7.705048,,,,,,,,,
260597917,Rabobank Helmond,51.48715900000001,5.61627,,,,,,,,,
260646058,Sparkasse,51.163384,6.8651729999999995,yes,,,,,,,,
260790652,Sparkasse,50.137214,9.060408,no,,,,,,,,
261644941,Sparkasse,51.797925,9.912662,,,,,,,,,
262158103,Volksbank,50.179051,8.475961999999999,no,,,,,,,,
262182770,Sparkasse,51.322579,6.6051699999999975,,,,,,,,,
262244219,Sparkasse,50.73984,7.083939999999999,yes,24/7,,,,,,,
262454100,Rabobank Eindhoven-Veldhoven,51.435798,5.4827980000000025,,,,,,,,,
262614337,Sparkasse,50.3567,7.593395,yes,,,,,,,,
262697834,Volksbank,52.101312,9.372100999999999,yes,,,,,,,,
263676398,Sparkasse,50.000632,8.262576,yes,,,,,,,,
263747532,ABN AMRO,52.19992,5.13729,,,,,,,,,
264005939,Sparda-Bank,50.149582,8.664878,,,,,,,,,
264064840,Zürcher Kantonalbank,47.41359,8.5924,,,,,,,,,
264064906,Credit Suisse,47.413467,8.592685000000001,,,,,,,,,
264793444,Commerzbank,51.141895,6.277976,,,,,,,,,
264794506,,47.415472,8.621157,,,,,,,,,
264794720,,47.41350300000001,8.622667999999999,yes,,,,,,,,
264794765,Bank Cler,47.41291500000001,8.618884,yes,,,,,,,,
264794786,,47.421901,8.619638,limited,,,,,,,,
264885082,Volksbank,48.763611,9.174214,no,,,,,,,,
264893985,LBBW,48.777191,9.168108,yes,,,,,,,,
265258133,Sparkasse,50.654983,8.733338999999999,,,,,,,,,
265332455,,47.596446,8.956308,,,,,,,,,
265363205,,48.779667,9.168335,yes,,,,,,,,
265458506,,48.76172800000001,9.156578,no,,,,,,,,
265546895,Santander,52.366692,9.746102,,,,,,,,,
265589530,Volksbank,49.988238,8.349744,limited,,,,,,,,
265636025,Rabobank Flevoland,52.519309,5.483441,,,,,,,,,
265809414,Sparkasse,51.906106,8.378213,yes,24/7,,,,,,,
265921681,BW-Bank,48.778466,9.176766,yes,24/7,,,,,,,
265921683,LBBW,48.780935,9.180864999999999,yes,Mo-Fr 09:00-18:00,,,,,,,
266123794,Sparkasse,51.807605,8.426721,yes,,,,,,,,
266286985,Sparkasse,53.46277900000001,9.666862,limited,24/7,,,,,,,
266362914,Landesbank Baden-Württemberg,48.781323,9.131848,limited,,,,,,,,
266366209,Volksbank,48.778672,9.127883,,Mo-Sa 08:00-21:00,,,,,,,
266392249,Postbank,49.384116,8.57736,yes,,,,,,,,
266400373,Sparkasse,50.788592,7.183286,,,,,,,,,
266570758,Fortis,50.997034,5.864758999999999,yes,,,,,,,,
266570760,,50.997587,5.870083999999999,,,,,,,,,
266571004,ING,51.001264,5.859393,yes,,,,,,,,
266577723,Volksbank,48.646972,9.443512,,,,,,,,,
266630289,PostFinance,47.378058,8.509683,yes,24/7,,,,,,,
266630771,PostFinance,47.391583,8.48821,,24/7,,,,,,,
266807466,Volksbank,48.710352,9.009325,no,,,,,,,,
266807642,Sparkasse,51.315552,9.496949,yes,,,,,,,,
266809165,Sparkasse,51.316886,9.496596,limited,,,,,,,,
266812182,Sparkasse,51.315039,9.491352000000001,yes,,,,,,,,
267014799,Volksbank,50.053902,7.1352720000000005,yes,,,,,,,,
267168969,ING,51.001701,5.859209,yes,,,,,,,,
267277651,Volksbank,53.577888,9.706373,yes,,,,,,,,
267343981,UBS,47.392898,8.487803,,,,,,,,,
267344361,UBS,47.383085,8.494732,limited,,,,,,,,
267344383,UBS,47.382873,8.492961,yes,,,,,,,,
267345312,Zürcher Kantonalbank,47.388146,8.520748,yes,24/7,,,,,,,
267345314,Zürcher Kantonalbank,47.386843,8.519672,yes,24/7,,,,,,,
267345856,PostFinance,47.390194,8.523601,yes,24/7,,,,,,,
267347570,Zürcher Kantonalbank,47.377742,8.540451,yes,,,,,,,,
267348165,PostFinance,47.378478,8.539655999999999,yes,24/7,,,,,,,
267348185,Volksbank,47.37822,8.540217,yes,,,,,,,,
267349874,Zürcher Kantonalbank,47.410913,8.543660000000001,yes,24/7,,,,,,,
267763592,Postbank,49.254748,7.041539,yes,24/7,,,,,,,
267861653,Volksbank,50.780156,7.182081,yes,,,,,,,,
267979454,Sparkasse,48.888831,9.209050999999999,,,,,,,,,
268124671,Sparkasse,50.138122,8.646399,,,,,,,,,
268130514,St. Galler Kantonalbank,47.225513,8.817446,,,,,,,,,
268142084,Sparkasse,53.224886,8.795971,,,,,,,,,
268150525,Thurgauer Kantonalbank,47.649293,9.181683999999999,yes,24/7,,,,,,,
268526121,Norderstedter Bank,53.694186,9.993941,limited,,,,,,,,
268849396,Sparkasse,50.692013,7.149903,yes,,,,,,,,
268876884,Sparkasse,49.475825,8.660538,,,,,,,,,
268893649,BEKB,46.760556,7.6278630000000005,,,,,,,,,
268966313,Sparkasse,50.777152,6.090604,limited,24/7,,,,,,,
269120254,UBS,47.351373,8.716607000000002,yes,,,,,,,,
269120257,Sparkasse,47.349613,8.715931,yes,,,,,,,,
269120261,Sparkasse,47.348303,8.717114,,,,,,,,,
269120262,Post,47.35005200000001,8.716842,yes,,,,,,,,
269173445,Sparkasse,52.075391,9.329214,yes,,,,,,,,
269385189,,49.485426,7.729697,no,,,,,,,,
269391857,Sparkasse,52.120628,9.343446,yes,,,,,,,,
269428576,Sparkasse,48.530711,9.037788,yes,,,,,,,,
269570593,Volksbank,48.740507,9.720419,,,,,,,,,
269764983,Landesbank Baden-Württemberg,48.833073,9.196005,yes,"Mo-Su,PH 00:00-24:00",,,,,,,
269790876,Postbank,49.405501,8.676685,limited,,,,,,,,
270084299,Volksbank,50.587122,8.670983999999999,yes,,,,,,,,
270084471,Sparkasse,50.587213,8.67136,yes,,,,,,,,
270140654,Sparkasse,51.480098,7.2169789999999985,yes,,,,,,,,
270172264,Sparkasse,49.001638,8.566763,yes,24/7,,,,,,,https://www.sparkasse-karlsruhe.de
270293088,Postbank Hannover,52.378662,9.733047000000001,yes,,,indoor,,,,,
270375276,Volksbank,48.593901,8.864405999999997,yes,,,,,,,,
270375277,,48.593936,8.863252000000003,yes,,,,,,,,
270419211,Postbank,50.349743,7.5889820000000014,yes,,,,,,,,
270528487,Sparkasse,50.801305,7.2058550000000015,limited,,,,,,,,https://www.ksk-Koeln.de
270653366,Sparkasse,51.525011,9.947427000000001,yes,"Mo-Su,PH 06:00-00:00",,,,,,,
270798470,Luzerner Kantonalbank,47.172751,8.102908,,,,,,,,,
270802586,Volksbank,53.248227,8.817022,yes,,,,,,,,
270883901,Sparkasse,50.912041,8.103075,yes,,,,,,,,
270962658,Sparkasse,52.139093,9.378589,yes,6:00-24:00,,,,,,,
270996241,Postbank,48.801803,9.800375,yes,,,,,,,,
271012089,TARGOBANK,51.43208900000001,6.775786999999999,yes,,,,,,,,
271183182,,53.680649,9.674674000000001,yes,,,,,,,,
271220994,Deutsche Bank,48.78227,9.182075,yes,Mo-Su 06:00-23:00,,,,,,,
271458516,Sparkasse,50.768597,6.091099,no,24/7,,,,,,,
271472609,Sparkasse,48.631296,8.081572999999999,yes,,,,,,,,
271763122,Volksbank,51.81651,9.867452,yes,,,,,,,,
271822445,Postbank,53.066091,8.770073,,"Mo-Sa 08:00-22:00; Su,PH off",,,,,,,
271822638,Postbank,53.081596,8.815083999999997,yes,,,,,,,,
271891642,Sparkasse,50.798133,7.209321000000001,limited,,,,,,,,https://www.ksk-koeln.de
271917778,Sparkasse,51.112356,6.952686999999999,yes,,,,,,,,
271935613,Sparkasse,53.244384,9.844168,yes,Mo-Fr 07:00-19:00; Sa 07:00-18:00,,,,,,,
272266253,,53.671863,9.772982,,,,,,,,,
272495738,Reisebank AG,53.560931,9.989792,yes,,,,,,,,
272854946,Volksbank,53.324335,8.892044,,,,,,,,,
273141711,Post,47.390179,9.277223,,,,,,,,,
273204662,Sparkasse,53.544927,9.836953,yes,,,,,,,,
273466786,Post,47.121445,7.994178999999999,,,,,,,,,
274328762,Postbank,53.527766,8.110586999999999,yes,,,,,,,,
274346022,,51.208262,6.77681,,,,,,,,,
274346921,Sparkasse,53.218405,8.781095,,,,,,,,,
274598694,Kantonalbank,47.493121,7.592727,yes,,,,,,,,
274985703,Sparkasse,50.833762,6.0766870000000015,yes,,,,,,,,
274986792,Volksbank,50.85212,6.076962,yes,,,,,,,,
275006782,Postfinance,46.78962,6.622356,,,,,,,,,
275203232,Pax-Bank,50.941117,6.956287,,,,,,,,,
275746913,Volksbank,47.470292,7.596749000000001,,,,,,,,,
276071364,Sparkasse,53.549899,9.99365,yes,,,,,,,,https://www.haspa.de/
276112274,Sparkasse,51.98651,9.807446,no,,,,,,,,
276171898,St. Galler Kantonalbank,47.432959,9.383591000000001,yes,,,,,,,,
276507178,,49.001966,9.501074000000001,yes,,,,,,,,
276837303,Sparkasse,53.277286,9.717238,yes,24/7,,,,,,,http://www.sparkasse-harburg-buxtehude.de
277106285,Sparkasse,52.180638,7.516953,yes,,,,,,,,
277262123,Volksbank,49.89288300000001,9.039507,no,24/7,,,,,,,
277344096,ReiseBank,51.536703,9.926671,yes,,,,,,,,
277363256,Sparkasse,50.104802,8.965214,limited,,,,,,,,
277404773,Sparkasse,50.658496,6.791461,limited,,,,,,,,
277439337,Sparkasse,51.188616,6.794938,yes,,,,,,,,
277439341,Deutsche Bank,51.192361,6.793189,yes,,,,,,,,
277699532,Postbank,51.473262,6.852962,yes,,,,,,,,
277755865,Glarner Kantonalbank,47.114354,9.059758,,,,,,,,,
277924178,,49.445364,7.774014,yes,,,,,,,,
278141596,Sparkasse,53.313992000000006,9.654492,yes,,,,,,,,
278167301,Sparkasse,48.805474,8.319417999999999,no,,,,,,,,
278168063,Sparkasse,51.304762,9.485724000000001,yes,24/7,,,,,,,
278288718,,53.186547,8.485265,yes,,,,,,,,
278848586,Sparkasse,52.076516,8.753053999999999,yes,,,,,,,,
279148541,Postfinance,46.296018,7.056119,,,,,,,,,
279149590,Sparkasse,50.76861,6.080742,,24/7,,,,,,,
279262149,Postbank,50.225406,8.265613,yes,,,,,,,,
279522178,Volksbank,50.65212,6.803076,yes,,,,,,,,
279806318,Volksbank,49.909239,9.058058,limited,24/7,,,,,,,
279824631,Schwyzer Kantonalbank,47.205769,8.757406,,,,,,,,,
279856773,Sparkasse,50.131222,8.709829,yes,,,,,,,,
279917102,Sparkasse,49.456801,7.803478,no,,,,,,,,
279933714,Volksbank,48.805439,8.31816,limited,,,,,,,,
279933716,,48.803817,8.319449,limited,,,,,,,,
279938858,Sparkasse,48.803687,8.312565,,,,,,,,,
280155872,Sparkasse,48.530015,9.065769,limited,24/7,,,,,,,
280211304,Postbank,50.141568,8.684827,limited,,,,,,,,
280290084,Sparkasse,50.356559,7.593309,yes,,,,,,,,
280304863,Sparkasse,54.41360400000001,9.982214,,,,,,,,,
280355668,Sparda-Bank,53.552317,9.999464999999999,,24/7,,,,,,,
280651915,Postbank,49.4758,8.660761,,,,,,,,,
280732638,Postbank,52.314072,9.817107,,,,,,,,,
280839781,Volksbank,52.273685,8.046844,yes,,,,,,,,
280951882,Deutsche Bank,50.880431,6.8904710000000025,yes,,,,,,,,
280991281,Sparkasse,52.274662,8.04711,yes,,,,,,,,
281059726,,48.904977,9.084494,yes,24/7,,,,,,,
281389445,,47.206467,8.706114,,,,,,,,,
281389476,Credit Suisse,47.208186,8.706039,,,,,,,,,
281452679,Volksbank,46.132425,8.803055,,,,,,,,,
281704324,Postbank,49.124558,8.592894,no,,,,,,,,
281710607,BB Bank,49.163704,8.634625999999999,yes,,,,,,,,
281711224,Sparkasse,49.182246,8.645024000000001,,,,,,,,,
281753343,Sparkasse,49.087847,8.779711,,,,,,,,,
281909590,,49.63162,8.346677,yes,,,,,,,,
281994692,Volksbank,46.876786,7.152131,,,,,,,,,
282046588,Sparkasse,51.540871,7.309122,yes,,,,,,,,
282554668,BBBank eG,49.00454000000001,8.401048,,24/7,,,,,,,
282674735,Volksbank,48.495004,9.210579,yes,24/7,,,,,,,
282925370,Sparkasse,51.352114,7.376956,yes,,,,,,,,
282957018,Sparkasse,48.946499,8.958257000000003,limited,24/7,,,,,,,
283046084,Volksbank,48.497777,9.199197,,24/7,,,,,,,
283102836,PostFinance,47.39281,8.523959,,24/7,,,,,,,
283126105,Zürcher Kantonalbank,47.393023,8.524747,,24/7,,,,,,,
283198877,Sydbank,55.555536,8.133429,,0:00-24:00,,,,,,,
283214321,Postbank,51.40204,7.186421000000001,yes,,,,,,,,
283317097,Volksbank,49.764698,9.185994,yes,,,,,,,,
283422426,cashpool,49.872372,8.646655,limited,,,,,,,,
283448829,Volksbank,51.973782,7.61106,yes,,,,,,,,
283458328,Credit Suisse,47.376536,8.539328,no,,,,,,,,
283458357,Bank Cler,47.374874,8.537834,yes,24/7,,,,,,,
283531915,Volksbank,50.535434,8.714369999999999,,,,,,,,,
283620982,Postbank,52.465075,9.890347,,,,,,,,,
283622283,Deutsche Bank,50.929189,6.9409600000000005,yes,,,,,,,,
283665102,Postbank,52.33351,9.829891,,,,,,,,,
283694759,,50.51922800000001,7.021038000000001,,,,,,,,,
285670879,Sparda-Bank,51.295884,6.830956,yes,,,,,,,,https://www.sparda-west.de/
285938613,Volksbank,51.597728,7.754106,yes,,,,,,,,
286333596,,50.308099,8.25553,,,,,,,,,
286473303,Sparkasse,51.227438,7.6499690000000005,yes,Mo-Su 00:00-01:00; 05:00-24:00,,,,,,,https://www.sparkasse-luedenscheid.de/de/home/service/filiale-finden.html?n=true#details/1917
286511900,Sparkasse,52.381932,9.767617,yes,,,,,,,,
286868070,EC,48.693248,8.960911999999997,yes,,,,,,,,
286950859,Sparkasse,51.247356,8.715064,,,,,,,,,
287046676,Sparkasse,50.710489,7.127959,limited,,,,,,,,
287052282,Sparkasse,51.2809,7.0348619999999995,yes,,,,,,,,
287059936,Sparkasse,48.59574600000001,8.867600999999997,yes,24/7,,,,,,,
287672248,Sparkasse,51.192734,7.010714999999999,yes,,,,,,,,
287720542,,50.836706,6.742729,,,,,,,,,
287854311,SEB,50.001067,8.269501,yes,,,,,,,,
287858999,ING,51.442401,5.480022,,,,,,,,inside train station,
288041786,Deutsche Bank,51.456809,7.0120190000000004,yes,,,,,,,,
288158035,,50.133147,8.568138000000001,,,,,,,,,
288175283,Sparkasse,48.920482,8.504531,limited,,,,,,,,
288385411,Volksbank,51.983626,7.634106,yes,,,,,,,,
288431617,Post,47.40702,7.5437270000000005,,,,,,,,,
288431618,Kantonalbank,47.40831,7.543431,yes,,,,,,,,
288673915,,53.564138,9.81397,yes,,,,,,,,
288807289,Sparda-Bank,51.39636,6.810795,,,,,,,,,https://www.sparda-west.de/
289140355,Sparkasse,49.731499,6.608681,yes,24/7,,,,,,,
289155985,Volksbank,53.446702,9.991316000000001,,,,,,,,,
289239911,,48.575292,8.774075,,,,,,,,,
289395871,Postbank,53.231311,7.4628770000000015,yes,,,,,,,,
289465745,ABN AMRO,52.641628,5.060079,,,,,,,,,
289517704,Sparkasse,50.773815,6.089274,yes,24/7,,,,,,,
289543340,Westerwald Bank eG,50.472406,7.7896220000000005,yes,,,,,,,,
289655391,Volksbank,49.219181,7.1583710000000025,,,,,,,,,
289670656,Sparkasse,50.135116,8.572124,yes,,,,,,,,
289677091,Sparkasse,51.279667,7.190662,,,,,,,,,
289787958,ING,53.034675,5.666111,,,,,,,,,
289849505,Volksbank,50.580292,8.664153,limited,,,,,,,,
289849656,Sparkasse,50.580263,8.664126,limited,,,,,,,,
289902340,Sparkasse,48.493803,9.198355000000001,,24/7,,,,,,,
290007582,Deutsche Bank,51.16763,6.685242,yes,Mo-Su 06:00-24:00,,,,,,,
290144010,Freiburger Kantonal Bank,46.793237,7.158542999999999,,,,,,,,,
290193025,Landesbank Baden-Württemberg,48.70446,9.121561999999999,,24/7,,,,,,,
290209512,Sparkasse,48.706011,9.125525999999999,yes,,,,,,,,
290474296,Volksbank,49.940526,8.21232,yes,,,,,,,,
290536033,,48.28496,9.001892,yes,,,,,,,,
290580292,,49.975267,8.338889,yes,,,,,,,,
290596898,Volksbank,52.642362,9.200066,,,,,,,,,
290650036,ING,52.641178,9.205424,yes,Mo-Fr 10:00-20:00;Sa 10:00-18:00,,,,,,,
290712463,Postbank,53.143874,8.190281,no,,,,,,,,
290762323,Volksbank,50.920818,6.112726,,,,,,,,,
290766520,Sparkasse,50.919558,6.119086,yes,,,,,,,,
291130125,,47.55912100000001,8.501355,,,,,,,,,
291200920,Volksbank,52.025329,8.5231,yes,24/7,,,,,,,https://www.volksbank-bi-gt.de
291335822,Crédit Mutuel,46.08278,6.67766,,,,,,,,,
291414078,Sparkasse,52.518042,7.74574,,,,,,,,,
291502273,Sparkasse,50.777264,6.078196,yes,24/7,,,,,,,
291502279,Sparkasse,50.775966,6.0842230000000015,yes,24/7,,,,,,,
291543120,Postfinance,46.261481,7.387426,,,,,,,,,
291676363,Volksbank,49.849997,8.879721,,,,,,,,,
291767698,Postbank,51.83428,6.619294,no,24/7,,,,,,,
291769916,,46.783207,7.1487820000000015,,,,,,,,,
291773167,,53.149514,8.181435,yes,Mo-Sa 08:00-22:00,2.0,,,,,,
291843933,Deutsche Bank,51.446537,7.373153,no,24/7,,,,deutsche.bank@db.com,,,
291859776,Jyske Bank,54.913686,9.794358,,,,,,,,,
291922221,BBBank eG,49.164338,8.491932,yes,,,,,,,,
291965849,Danske Bank,54.918015,9.804641,,,,,,,,,
291966296,Sydbank,54.910711,9.789643,yes,,,,,,,,
292016719,Postbank,51.452218,7.012643,yes,,,,,,,,
292047781,,50.115187,8.723730999999999,,,,,,,,,
292057695,,52.366342,9.698176,yes,,,,,,,,
292126658,,55.44410600000001,8.402550999999999,,,,,,,,,
